fromaccount,toaccount,syscode,timestamp,amount
C67249,1000240,136,2014/10/18 15:49,1500
C77251,1000240,136,2014/10/18 16:04,600
C55821,1000240,136,2014/10/18 16:29,1500
A71224,1000240,136,2014/10/18 16:11,1500
C77251,1000240,136,2014/10/18 16:12,1500
A22495,1000240,136,2014/10/18 16:12,1500
B67698,1000240,136,2014/10/18 16:38,1500
A62437,1000240,136,2014/10/18 16:41,600
C55821,1000240,136,2014/10/18 16:30,600
C75281,1000240,136,2014/10/18 16:31,1500
D54287,1000240,136,2014/10/18 16:38,1500
D66400,1000240,136,2014/10/18 16:38,1500
B72128,1000240,136,2014/10/18 16:39,1500
C50411,1000240,136,2014/10/18 16:47,1500
A20602,1000240,136,2014/10/18 16:55,1500
B71481,1000240,136,2014/10/18 17:01,1500
A62513,1000240,136,2014/10/18 15:51,1500
D50543,1000240,136,2014/10/18 15:52,1500
C76069,1000240,136,2014/10/18 16:42,1500
E44542,1000240,136,2014/10/18 15:53,1500
B59096,1000240,136,2014/10/18 16:26,1500
E74017,1000240,136,2014/10/18 16:06,1500
D66400,1000240,136,2014/10/18 16:31,600
C54431,1000240,136,2014/10/18 16:13,1500
D53824,1000240,136,2014/10/18 16:13,1500
D65442,1000240,136,2014/10/18 16:14,1500
D43091,1000240,136,2014/10/18 18:57,3000
C73042,1000240,136,2014/10/18 18:48,2000
E26099,1000240,136,2014/10/18 19:16,1200
E65212,1000240,136,2014/10/18 18:58,600
D33843,1000240,136,2014/10/18 18:37,2000
B79374,1000240,136,2014/10/18 18:37,2000
B73412,1000240,136,2014/10/18 18:55,2000
B57903,1000240,136,2014/10/18 18:56,2000
C71240,1000240,136,2014/10/18 19:13,2000
E68555,1000240,136,2014/10/18 19:04,2000
B57903,1000240,136,2014/10/18 18:56,2000
B57903,1000240,136,2014/10/18 18:56,2000
A48002,1000240,136,2014/10/18 19:14,600
E65671,1000240,136,2014/10/18 19:00,2000
E65212,1000240,136,2014/10/18 19:01,2000
B75093,1000240,136,2014/10/18 18:46,2000
D43091,1000240,136,2014/10/18 18:47,2000
B75093,1000240,136,2014/10/18 18:47,2000
A54390,1000240,136,2014/10/19 19:27,2000
D33843,1000240,136,2014/10/19 18:33,2000
E58161,1000240,136,2014/10/19 13:45,1500
B62748,1000240,136,2014/10/19 13:46,1500
A38715,1000240,136,2014/10/19 13:46,1500
B56520,1000240,136,2014/10/19 17:09,1500
E57480,1000240,136,2014/10/19 18:46,2000
B51827,1000240,136,2014/10/19 17:06,1500
B70756,1000240,136,2014/10/19 17:10,1500
C77143,1000240,136,2014/10/19 14:36,1500
B76470,1000240,136,2014/10/19 14:35,1500
D77524,1000240,136,2014/10/19 14:38,1500
E77044,1000240,136,2014/10/19 18:46,2000
D71149,1000240,136,2014/10/19 18:47,2000
A35363,1000240,136,2014/10/19 12:57,1500
A34137,1000240,136,2014/10/19 13:23,1500
C60480,1000240,136,2014/10/19 13:24,1500
E71486,1000240,136,2014/10/19 13:24,1500
A68435,1000240,136,2014/10/19 13:24,1500
D55655,1000240,136,2014/10/19 13:25,1500
D45573,1000240,136,2014/10/19 13:25,1500
E57037,1000240,136,2014/10/19 13:00,1500
D69655,1000240,136,2014/10/19 13:00,1500
C65586,1000240,136,2014/10/19 13:00,1500
D36778,1000240,136,2014/10/19 13:25,1500
B52242,1000240,136,2014/10/19 13:26,1500
D78897,1000240,136,2014/10/19 13:53,1500
B61249,1000240,136,2014/10/19 13:53,1500
C77522,1000240,136,2014/10/19 17:24,1500
B67265,1000240,136,2014/10/19 15:15,1500
E73864,1000240,136,2014/10/19 19:11,2000
D58741,1000240,136,2014/10/19 17:48,1500
C68017,1000240,136,2014/10/19 15:17,1500
D43091,1000240,136,2014/10/19 15:17,1500
E66890,1000240,136,2014/10/19 15:17,1500
E60448,1000240,136,2014/10/19 15:18,1500
B75435,1000240,136,2014/10/19 15:18,1500
B75435,1000240,136,2014/10/19 15:19,1500
C66197,1000240,136,2014/10/19 15:20,1500
D52605,1000240,136,2014/10/19 13:33,1500
E52699,1000240,136,2014/10/19 13:33,1500
E73970,1000240,136,2014/10/19 16:57,1500
C59443,1000240,136,2014/10/19 15:23,1500
E50109,1000240,136,2014/10/19 15:23,1500
C53513,1000240,136,2014/10/19 15:24,1500
B24183,1000240,136,2014/10/19 15:24,1500
C62598,1000240,136,2014/10/19 15:24,1500
D28221,1000240,136,2014/10/19 15:25,1500
B66606,1000240,136,2014/10/19 15:25,1500
A47059,1000240,136,2014/10/19 12:45,1500
A46820,1000240,136,2014/10/19 13:34,1500
C73463,1000240,136,2014/10/19 13:34,1500
B26187,1000240,136,2014/10/19 17:05,1500
B71481,1000240,136,2014/10/19 17:08,1500
E69758,1000240,136,2014/10/19 15:27,1500
A27684,1000240,136,2014/10/19 15:27,1500
A78908,1000240,136,2014/10/19 15:28,1500
E22116,1000240,136,2014/10/19 18:38,2000
E12637,1000240,136,2014/10/19 12:45,1500
A39139,1000240,136,2014/10/19 16:10,1500
C70055,1000240,136,2014/10/19 19:12,2000
D17082,1000240,136,2014/10/19 18:54,2000
A16417,1000240,136,2014/10/19 19:22,2000
C51981,1000240,136,2014/10/19 12:46,1500
B18469,1000240,136,2014/10/19 12:47,1500
D64369,1000240,136,2014/10/19 12:47,1500
A52623,1000240,136,2014/10/19 12:51,1500
E74397,1000240,136,2014/10/19 13:44,1500
B51650,1000240,136,2014/10/19 17:24,1500
B77155,1000240,136,2014/10/19 17:24,1500
E76934,1000240,136,2014/10/19 16:45,1500
A42957,1000240,136,2014/10/19 16:46,1500
D70029,1000240,136,2014/10/19 16:25,1500
A49503,1000240,136,2014/10/19 16:30,1500
D54279,1000240,136,2014/10/19 16:46,1500
B65921,1000240,136,2014/10/19 16:21,1500
B13374,1000240,136,2014/10/19 16:40,1500
E53960,1000240,136,2014/10/19 16:40,1500
C54614,1000240,136,2014/10/19 16:43,1500
D58043,1000240,136,2014/10/19 16:44,1500
D66400,1000240,136,2014/10/19 16:48,1500
D16903,1000240,136,2014/10/19 16:51,1500
B13113,1000240,136,2014/10/19 16:40,1500
E66947,1000240,136,2014/10/19 16:49,1500
D56866,1000240,136,2014/10/20 18:52,2000
C26265,1000240,136,2014/10/20 18:16,2000
E40257,1000240,136,2014/10/20 18:16,2000
C74961,1000240,136,2014/10/20 18:17,2000
E56748,1000240,136,2014/10/20 17:58,2000
A43513,1000240,136,2014/10/20 17:59,2000
E67962,1000240,136,2014/10/20 18:44,1500
C56879,1000240,136,2014/10/20 17:59,2000
A76377,1000240,136,2014/10/20 18:53,2000
B71089,1000240,136,2014/10/20 18:53,2000
E57961,1000240,136,2014/10/20 15:59,1500
E57961,1000240,136,2014/10/20 15:59,1500
A28084,1000240,136,2014/10/20 16:00,1500
E46869,1000240,136,2014/10/20 16:00,1500
B67265,1000240,136,2014/10/20 16:01,1500
A71472,1000240,136,2014/10/20 16:01,1500
D66912,1000240,136,2014/10/20 16:03,1500
E35462,1000240,136,2014/10/20 16:03,1500
E29559,1000240,136,2014/10/20 15:52,1500
C23224,1000240,136,2014/10/20 15:52,1500
E70608,1000240,136,2014/10/20 16:01,1500
D62782,1000240,136,2014/10/20 16:04,1500
A58663,1000240,136,2014/10/20 15:53,1500
E67181,1000240,136,2014/10/20 15:53,1500
C33470,1000240,136,2014/10/20 15:58,1500
C67106,1000240,136,2014/10/20 15:54,1500
E24881,1000240,136,2014/10/20 15:54,1500
E53892,1000240,136,2014/10/20 15:58,1500
B35697,1000240,136,2014/10/20 15:59,1500
D59750,1000240,136,2014/10/20 14:51,1500
D63871,1000240,136,2014/10/20 14:52,1500
C52460,1000240,136,2014/10/20 18:52,2000
C70151,1000240,136,2014/10/20 18:52,2000
E75657,1000240,136,2014/10/20 18:51,2000
A77437,1000240,136,2014/10/20 19:10,2000
E77787,1000240,136,2014/10/20 19:11,2000
A71988,1000240,136,2014/10/20 14:57,1500
C78562,1000240,136,2014/10/20 16:03,1500
B39158,1000240,136,2014/10/20 15:56,1500
C61857,1000240,136,2014/10/20 16:13,1500
B74185,1000240,136,2014/10/20 16:34,1500
D51347,1000240,136,2014/10/20 15:07,1500
C48255,1000240,136,2014/10/20 15:07,1500
C75339,1000240,136,2014/10/20 16:22,1500
D75997,1000240,136,2014/10/20 16:13,1500
C48381,1000240,136,2014/10/20 16:13,100
A35563,1000240,136,2014/10/20 16:14,1400
E66747,1000240,136,2014/10/20 18:13,2000
E56023,1000240,136,2014/10/20 15:34,1500
B62007,1000240,136,2014/10/20 15:37,1500
E57480,1000240,136,2014/10/20 16:22,1500
C37961,1000240,136,2014/10/20 15:39,1500
C69172,1000240,136,2014/10/20 18:21,2000
C48841,1000240,136,2014/10/20 16:23,1500
C48381,1000240,136,2014/10/20 16:14,1500
E29011,1000240,136,2014/10/20 15:42,1500
E27504,1000240,136,2014/10/20 15:39,1500
C30717,1000240,136,2014/10/20 15:40,1500
A49978,1000240,136,2014/10/20 18:31,2000
C64020,1000240,136,2014/10/20 18:32,2000
E69266,1000240,136,2014/10/20 16:14,1500
E37272,1000240,136,2014/10/20 16:34,1500
E55228,1000240,136,2014/10/20 18:29,2000
B76371,1000240,136,2014/10/20 16:23,1500
C77767,1000240,136,2014/10/20 16:15,1500
E51393,1000240,136,2014/10/20 15:40,1500
C65875,1000240,136,2014/10/20 15:40,1500
D78207,1000240,136,2014/10/20 15:41,1500
A69260,1000240,136,2014/10/20 15:41,1500
A65343,1000240,136,2014/10/20 15:41,1500
E55228,1000240,136,2014/10/20 18:30,2000
E44542,1000240,136,2014/10/20 16:12,1500
A78929,1000240,136,2014/10/20 16:06,1500
C57363,1000240,136,2014/10/20 16:07,1500
A70894,1000240,136,2014/10/20 16:07,1500
B71481,1000240,136,2014/10/20 16:09,1500
B69110,1000240,136,2014/10/20 16:09,1500
D36778,1000240,136,2014/10/20 16:09,1500
A68435,1000240,136,2014/10/20 16:10,1500
A58195,1000240,136,2014/10/20 16:47,1500
D53348,1000240,136,2014/10/20 16:49,1500
C64926,1000240,136,2014/10/20 17:00,1500
A66225,1000240,136,2014/10/20 16:57,1500
E59266,1000240,136,2014/10/20 16:48,1500
D68663,1000240,136,2014/10/20 15:24,1500
E39647,1000240,136,2014/10/20 15:24,1500
A64144,1000240,136,2014/10/20 15:25,1500
E71651,1000240,136,2014/10/20 16:48,1500
E34902,1000240,136,2014/10/20 16:06,1500
C59989,1000240,136,2014/10/20 16:06,1500
B54596,1000240,136,2014/10/20 17:17,1500
E59565,1000240,136,2014/10/20 15:50,1500
E65540,1000240,136,2014/10/20 15:43,1500
B72128,1000240,136,2014/10/20 17:18,1500
C79279,1000240,136,2014/10/20 17:36,1500
C47205,1000240,136,2014/10/20 15:51,1500
E77854,1000240,136,2014/10/20 15:44,1500
B37400,1000240,136,2014/10/20 15:44,1500
A77532,1000240,136,2014/10/20 15:44,1500
E72421,1000240,136,2014/10/20 15:46,1500
E54683,1000240,136,2014/10/20 15:46,1500
B47461,1000240,136,2014/10/20 15:47,1500
A62437,1000240,136,2014/10/20 17:09,1500
B61758,1000240,136,2014/10/20 15:48,1500
D53824,1000240,136,2014/10/20 17:23,1500
D41186,1000240,136,2014/10/21 18:17,2000
D71013,1000240,136,2014/10/21 19:13,2000
D33791,1000240,136,2014/10/21 16:43,1500
D36229,1000240,136,2014/10/21 14:16,1500
B75114,1000240,136,2014/10/21 14:16,1500
C60827,1000240,136,2014/10/21 18:21,2000
C74184,1000240,136,2014/10/21 16:11,1500
B63280,1000240,136,2014/10/21 15:52,1500
A60963,1000240,136,2014/10/21 15:52,1500
B62007,1000240,136,2014/10/21 14:51,1500
B65089,1000240,136,2014/10/21 16:29,1500
E77444,1000240,136,2014/10/21 19:06,2000
A79265,1000240,136,2014/10/21 15:54,1500
C68533,1000240,136,2014/10/21 15:06,1500
E23557,1000240,136,2014/10/21 17:07,1500
A16417,1000240,136,2014/10/21 19:02,2000
E77444,1000240,136,2014/10/21 19:06,2000
D36550,1000240,136,2014/10/21 19:24,2000
E46791,1000240,136,2014/10/21 17:47,1500
A71224,1000240,136,2014/10/21 16:14,1500
B26349,1000240,136,2014/10/21 15:55,1500
C65200,1000240,136,2014/10/21 15:55,1500
C76391,1000240,136,2014/10/21 17:04,1500
B79324,1000240,136,2014/10/21 17:16,1500
B75539,1000240,136,2014/10/21 14:17,1500
B58875,1000240,136,2014/10/21 14:18,1500
A62403,1000240,136,2014/10/21 14:18,1500
B50454,1000240,136,2014/10/21 16:31,1500
A40053,1000240,136,2014/10/21 19:00,2000
C77251,1000240,136,2014/10/21 16:15,1500
C73381,1000240,136,2014/10/21 15:15,1500
E59171,1000240,136,2014/10/21 15:15,1500
A40053,1000240,136,2014/10/21 19:01,2000
E66058,1000240,136,2014/10/21 18:22,2000
C60100,1000240,136,2014/10/21 18:22,2000
D65224,1000240,136,2014/10/21 17:48,1500
C57615,1000240,136,2014/10/21 15:58,1500
B35697,1000240,136,2014/10/21 15:59,1500
C63299,1000240,136,2014/10/21 18:29,2000
A60499,1000240,136,2014/10/21 18:29,2000
A73382,1000240,136,2014/10/21 19:33,2000
D41074,1000240,136,2014/10/21 16:00,1500
E64860,1000240,136,2014/10/21 19:01,2000
C69612,1000240,136,2014/10/21 16:09,1500
A76068,1000240,136,2014/10/21 14:01,1500
D75609,1000240,136,2014/10/21 14:02,1500
D54089,1000240,136,2014/10/21 18:22,2000
C32725,1000240,136,2014/10/21 16:36,1500
D16409,1000240,136,2014/10/21 17:54,1500
E46869,1000240,136,2014/10/21 16:05,1500
E76174,1000240,136,2014/10/21 15:02,1500
A30564,1000240,136,2014/10/21 14:03,1500
A28084,1000240,136,2014/10/21 16:06,1500
B51159,1000240,136,2014/10/21 18:17,2000
B69110,1000240,136,2014/10/21 17:28,1500
E31275,1000240,136,2014/10/21 15:41,1500
D52473,1000240,136,2014/10/21 15:41,1500
D35628,1000240,136,2014/10/21 14:09,1500
C67786,1000240,136,2014/10/21 16:07,1500
B64111,1000240,136,2014/10/21 16:39,1500
B70756,1000240,136,2014/10/21 18:20,2000
C53183,1000240,136,2014/10/21 18:26,2000
D75674,1000240,136,2014/10/21 15:42,1500
E67571,1000240,136,2014/10/21 15:42,1500
D59562,1000240,136,2014/10/21 15:43,1500
A50982,1000240,136,2014/10/21 15:43,1500
E71791,1000240,136,2014/10/21 16:22,1500
E71791,1000240,136,2014/10/21 16:22,1500
A59386,1000240,136,2014/10/21 16:06,1500
C62752,1000240,136,2014/10/21 14:32,1500
B71481,1000240,136,2014/10/21 17:24,1500
D79394,1000240,136,2014/10/21 14:09,1500
E62699,1000240,136,2014/10/21 13:09,1500
C73213,1000240,136,2014/10/21 13:34,1500
C73345,1000240,136,2014/10/21 13:42,1500
D79648,1000240,136,2014/10/21 13:10,1500
D45524,1000240,136,2014/10/21 13:11,1500
B70821,1000240,136,2014/10/21 13:12,1500
D28750,1000240,136,2014/10/21 12:52,1500
D54375,1000240,136,2014/10/21 13:16,1500
D53394,1000240,136,2014/10/21 13:16,1500
D55485,1000240,136,2014/10/21 13:20,1500
D20043,1000240,136,2014/10/21 13:36,1500
E63822,1000240,136,2014/10/21 13:26,1500
B51694,1000240,136,2014/10/21 13:27,1500
E78124,1000240,136,2014/10/21 13:27,1500
A47728,1000240,136,2014/10/21 13:40,1500
B28642,1000240,136,2014/10/21 13:40,1500
E28942,1000240,136,2014/10/22 13:09,1500
A28562,1000240,136,2014/10/22 13:10,1500
D65271,1000240,136,2014/10/22 13:11,1500
C66736,1000240,136,2014/10/22 13:12,1500
E47273,1000240,136,2014/10/22 13:13,1500
D36959,1000240,136,2014/10/22 13:13,1500
A61497,1000240,136,2014/10/22 16:54,1500
E60492,1000240,136,2014/10/22 17:09,1500
E57160,1000240,136,2014/10/22 17:10,1500
D73019,1000240,136,2014/10/22 15:59,1500
A48166,1000240,136,2014/10/22 13:12,1500
C64291,1000240,136,2014/10/22 13:13,1500
E45797,1000240,136,2014/10/22 13:22,1500
B53642,1000240,136,2014/10/22 13:22,1500
E70842,1000240,136,2014/10/22 18:22,2000
D52625,1000240,136,2014/10/22 16:54,1500
B77925,1000240,136,2014/10/22 16:01,1500
A65293,1000240,136,2014/10/22 17:08,1500
E75996,1000240,136,2014/10/22 14:14,1500
B35040,1000240,136,2014/10/22 14:15,1500
C69162,1000240,136,2014/10/22 16:02,1500
A65897,1000240,136,2014/10/22 16:02,1500
A27314,1000240,136,2014/10/22 18:31,2000
D13971,1000240,136,2014/10/22 18:32,4000
C22046,1000240,136,2014/10/22 14:26,1500
B50546,1000240,136,2014/10/22 17:09,1500
C60971,1000240,136,2014/10/22 13:00,1500
B37400,1000240,136,2014/10/22 13:01,1500
E77854,1000240,136,2014/10/22 13:01,1500
E26750,1000240,136,2014/10/22 15:58,1500
A74767,1000240,136,2014/10/22 14:26,1500
A17833,1000240,136,2014/10/22 14:50,1500
D63670,1000240,136,2014/10/22 14:50,1500
D40091,1000240,136,2014/10/22 16:03,1500
E77444,1000240,136,2014/10/22 16:03,1500
B70821,1000240,136,2014/10/22 12:47,1500
B74174,1000240,136,2014/10/22 15:43,1500
A48799,1000240,136,2014/10/22 15:43,1500
C72180,1000240,136,2014/10/22 15:44,1500
D60328,1000240,136,2014/10/22 15:45,1500
D67595,1000240,136,2014/10/22 15:45,1500
C77264,1000240,136,2014/10/22 14:09,1500
B68222,1000240,136,2014/10/22 14:09,1500
C79034,1000240,136,2014/10/22 14:10,1500
D55133,1000240,136,2014/10/22 15:47,1500
A71988,1000240,136,2014/10/22 15:21,1500
C54442,1000240,136,2014/10/22 19:27,2000
D51257,1000240,136,2014/10/22 12:55,1500
E63322,1000240,136,2014/10/22 12:56,1500
B57022,1000240,136,2014/10/22 12:56,1500
A65860,1000240,136,2014/10/22 12:56,1500
B72136,1000240,136,2014/10/22 12:57,1500
D76992,1000240,136,2014/10/22 12:57,1500
B69174,1000240,136,2014/10/22 15:40,1500
B31470,1000240,136,2014/10/22 15:41,1500
E57491,1000240,136,2014/10/22 15:42,1500
D46776,1000240,136,2014/10/22 16:29,1500
C67106,1000240,136,2014/10/22 15:52,1500
B13113,1000240,136,2014/10/22 15:33,1500
B75435,1000240,136,2014/10/22 17:47,1500
B51513,1000240,136,2014/10/22 17:20,1500
A16417,1000240,136,2014/10/22 18:57,2000
D16903,1000240,136,2014/10/22 15:33,1500
B67740,1000240,136,2014/10/22 15:36,1500
B28318,1000240,136,2014/10/22 19:27,2000
E26099,1000240,136,2014/10/22 15:32,1500
C60011,1000240,136,2014/10/22 15:54,1500
A64028,1000240,136,2014/10/22 15:55,1500
C37125,1000240,136,2014/10/22 15:56,1500
A58048,1000240,136,2014/10/22 15:56,1500
C45721,1000240,136,2014/10/22 15:10,1500
C75544,1000240,136,2014/10/22 18:10,2000
A78030,1000240,136,2014/10/22 13:41,1500
D75308,1000240,136,2014/10/22 13:42,1500
D37564,1000240,136,2014/10/22 17:21,1500
A49286,1000240,136,2014/10/22 17:37,1500
C37309,1000240,136,2014/10/22 17:37,1500
E47903,1000240,136,2014/10/22 18:11,2000
B42445,1000240,136,2014/10/22 18:11,2000
B34739,1000240,136,2014/10/22 16:17,1500
B70756,1000240,136,2014/10/22 16:17,1500
C75544,1000240,136,2014/10/22 18:10,2000
C24474,1000240,136,2014/10/22 18:47,2000
A79389,1000240,136,2014/10/22 15:17,1500
C77927,1000240,136,2014/10/22 15:36,1500
D79524,1000240,136,2014/10/22 16:22,1500
C50733,1000240,136,2014/10/22 14:52,1500
A46943,1000240,136,2014/10/22 14:53,1500
D52605,1000240,136,2014/10/22 14:57,1500
B58332,1000240,136,2014/10/22 14:57,1500
B75713,1000240,136,2014/10/22 14:58,1500
D55919,1000240,136,2014/10/22 16:13,1500
B71484,1000240,136,2014/10/22 16:13,1500
E68587,1000240,136,2014/10/22 18:01,2000
E65680,1000240,136,2014/10/22 14:59,1500
B63423,1000240,136,2014/10/22 15:01,1500
C54217,1000240,136,2014/10/22 15:01,1500
C50316,1000240,136,2014/10/22 15:02,1500
B40592,1000240,136,2014/10/22 17:36,1500
E74585,1000240,136,2014/10/22 17:36,1500
E36703,1000240,136,2014/10/22 16:14,1500
D78157,1000240,136,2014/10/22 15:10,1500
A20602,1000240,136,2014/10/22 16:23,1500
A64524,1000240,136,2014/10/22 18:59,2000
C42386,1000240,136,2014/10/22 19:00,2000
E76891,1000240,136,2014/10/22 19:16,2000
A66746,1000240,136,2014/10/22 19:17,2000
D77776,1000240,136,2014/10/22 15:06,1500
D73616,1000240,136,2014/10/22 15:07,1500
C59989,1000240,136,2014/10/22 15:07,1500
B36060,1000240,136,2014/10/22 19:17,2000
C37309,1000240,136,2014/10/22 17:36,1500
A77437,1000240,136,2014/10/22 18:46,2000
B78286,1000240,136,2014/10/22 15:07,1500
B64097,1000240,136,2014/10/22 15:08,1500
D73886,1000240,136,2014/10/22 15:08,1500
A58992,1000240,136,2014/10/22 15:08,1500
E29240,1000240,136,2014/10/22 16:14,1500
E54006,1000240,136,2014/10/22 18:01,2000
C58348,1000240,136,2014/10/22 17:22,1500
D15706,1000240,136,2014/10/22 17:37,1500
E64755,1000240,136,2014/10/22 16:28,1500
E64713,1000240,136,2014/10/22 16:29,1500
D68548,1000240,136,2014/10/22 16:15,1500
A16485,1000240,136,2014/10/22 16:02,1500
B60972,1000240,136,2014/10/22 13:43,1500
E45194,1000240,136,2014/10/22 13:43,1500
C73892,1000240,136,2014/10/23 18:23,2000
D71013,1000240,136,2014/10/23 14:14,1500
C66816,1000240,136,2014/10/23 18:12,2000
C68673,1000240,136,2014/10/23 13:47,1500
E26044,1000240,136,2014/10/23 13:47,1500
B71077,1000240,136,2014/10/23 19:01,2000
D59562,1000240,136,2014/10/23 19:01,2000
B70628,1000240,136,2014/10/23 18:56,2000
A75814,1000240,136,2014/10/23 13:57,1500
D41074,1000240,136,2014/10/23 13:57,1500
E70741,1000240,136,2014/10/23 18:24,2000
E61748,1000240,136,2014/10/23 18:20,2000
E26241,1000240,136,2014/10/23 19:12,2000
D49888,1000240,136,2014/10/23 19:05,2000
B71089,1000240,136,2014/10/23 18:54,2000
D33666,1000240,136,2014/10/23 18:48,2000
B62324,1000240,136,2014/10/23 18:21,2000
B63286,1000240,136,2014/10/23 14:03,1500
B28362,1000240,136,2014/10/23 14:03,1500
C64992,1000240,136,2014/10/23 14:04,1500
E67962,1000240,136,2014/10/23 14:04,1500
E30431,1000240,136,2014/10/23 14:15,1500
D59991,1000240,136,2014/10/23 14:16,1500
A47201,1000240,136,2014/10/23 14:16,1500
C69169,1000240,136,2014/10/23 18:26,2000
C47424,1000240,136,2014/10/23 18:27,2000
B69079,1000240,136,2014/10/23 18:40,2000
C47424,1000240,136,2014/10/23 18:28,3000
C47424,1000240,136,2014/10/23 18:28,3000
C69317,1000240,136,2014/10/23 18:24,2000
C38726,1000240,136,2014/10/23 18:25,2000
A40661,1000240,136,2014/10/23 14:20,1500
D45983,1000240,136,2014/10/23 14:22,1500
B75539,1000240,136,2014/10/23 14:23,1500
B71089,1000240,136,2014/10/23 18:54,3000
C47424,1000240,136,2014/10/23 18:26,2000
D74999,1000240,136,2014/10/23 18:40,2000
B71089,1000240,136,2014/10/23 18:53,2000
E70631,1000240,136,2014/10/23 18:46,2000
D41100,1000240,136,2014/10/23 18:46,2000
D67414,1000240,136,2014/10/23 13:38,1500
E69322,1000240,136,2014/10/23 18:48,2000
E79535,1000240,136,2014/10/23 18:48,2000
D71619,1000240,136,2014/10/23 15:29,1500
A52230,1000240,136,2014/10/23 15:30,1500
E50011,1000240,136,2014/10/23 15:30,1500
B77404,1000240,136,2014/10/23 15:30,1500
D70801,1000240,136,2014/10/23 14:27,1500
E77444,1000240,136,2014/10/23 14:29,1500
D40091,1000240,136,2014/10/23 14:30,1500
E51171,1000240,136,2014/10/23 14:31,1500
B49837,1000240,136,2014/10/23 15:51,1500
E38357,1000240,136,2014/10/23 15:51,1500
A60906,1000240,136,2014/10/23 14:33,1500
A32787,1000240,136,2014/10/23 15:16,1500
A31744,1000240,136,2014/10/23 13:12,1500
A66643,1000240,136,2014/10/23 13:12,1500
A78029,1000240,136,2014/10/23 13:12,1500
D55655,1000240,136,2014/10/23 19:09,2000
D41186,1000240,136,2014/10/23 14:44,1500
B74915,1000240,136,2014/10/23 14:45,1500
D50056,1000240,136,2014/10/23 14:46,1500
E20231,1000240,136,2014/10/23 14:49,1500
E20231,1000240,136,2014/10/23 14:50,1500
D76609,1000240,136,2014/10/23 14:52,1500
C71240,1000240,136,2014/10/23 15:18,1500
D61993,1000240,136,2014/10/23 15:18,1500
B28419,1000240,136,2014/10/23 13:31,1500
C45886,1000240,136,2014/10/23 18:57,2000
A76756,1000240,136,2014/10/23 18:57,2000
C59443,1000240,136,2014/10/23 14:56,1500
D45573,1000240,136,2014/10/23 19:09,2000
